Course	Room	Teacher	Time	Students
1	16	11	1	13 24 38 56 88 101 106 138 152 206 209 221 259 262 310 370 479 488 513 570 605 618 629 639 678 726 734 771 785 815 852 907 942 943 964 974 999 1003 1012 1022 1060 1161 
2	16	48	2	12 16 29 111 178 186 235 250 253 280 283 294 305 307 321 347 365 379 425 446 472 486 534 592 600 616 624 657 667 674 684 698 772 784 797 806 837 940 998 1003 1007 1015 1025 1049 1065 1127 
3	16	35	3	12 53 70 79 110 138 141 146 165 181 184 208 237 293 312 315 369 372 377 392 401 433 436 470 471 490 511 543 547 557 562 576 589 602 613 623 678 695 735 738 751 804 854 863 866 945 1004 1014 1042 1078 1098 1126 1135 
4	16	2	4	1 16 18 43 66 72 96 167 189 197 230 239 252 253 255 303 326 335 370 384 389 395 405 413 414 447 463 485 513 529 554 596 615 616 660 675 722 731 799 849 863 910 942 958 1009 1038 1045 1047 1078 1086 1088 1116 1120 1122 1126 
5	16	30	5	3 30 33 55 58 62 66 77 153 160 178 222 308 330 343 384 391 395 500 557 595 629 640 661 687 688 706 761 776 834 847 848 864 909 937 975 1010 1067 1117 1121 1122 1124 
6	16	31	6	5 6 20 36 42 51 62 67 70 96 113 143 144 160 198 245 246 266 400 463 535 574 636 716 717 730 746 779 782 812 816 824 832 849 993 1068 1103 1113 
7	16	29	7	36 45 55 103 112 124 155 172 189 279 289 300 301 324 346 383 393 399 400 418 442 461 504 524 562 573 599 617 630 639 644 744 768 803 814 835 879 911 959 994 1046 1065 1074 1085 1092 1093 1094 1127 
8	16	42	8	38 40 69 185 193 232 249 275 302 321 344 355 369 370 440 446 452 461 462 476 488 506 620 642 671 675 686 739 753 789 794 805 850 874 880 901 916 936 948 983 985 998 1019 1075 1096 1146 
9	16	43	9	10 15 34 70 103 145 162 231 243 292 306 309 314 368 380 422 449 476 487 509 511 523 591 595 597 604 606 664 798 852 855 859 957 1006 1011 1038 1140 1159 
10	16	33	10	28 32 90 97 127 139 161 168 170 194 225 266 300 348 354 403 479 540 541 548 577 598 614 630 649 688 704 718 720 758 767 830 880 884 912 918 927 957 972 990 1009 1021 1029 1058 1082 1109 
11	16	17	11	19 44 52 111 121 165 168 173 189 232 233 240 261 361 393 396 434 458 512 530 557 580 581 587 618 626 695 707 724 740 784 821 824 827 854 865 896 961 969 991 1021 1110 1113 1114 1144 1153 
12	16	41	12	10 40 126 137 147 181 199 205 243 247 283 288 305 312 320 327 328 329 360 404 413 455 520 566 578 605 614 630 676 700 748 773 839 869 877 939 970 972 995 1017 1039 1076 1080 1108 1148 1160 
