Course	Room	Teacher	Time	Students
1	20	34	11	11 62 88 120 186 190 258 346 351 370 421 434 472 564 611 614 631 658 670 676 707 711 765 791 805 809 826 860 862 874 883 913 915 945 1068 1132 1134 1141 1173 1237 1248 1264 
2	20	21	6	29 86 94 107 232 254 344 360 387 424 436 471 494 497 514 516 518 564 580 618 635 638 662 692 717 720 743 764 782 800 801 817 842 884 989 1025 1082 1097 1104 1126 1134 1243 1262 1269 1274 
3	56	11	7	31 129 155 174 177 183 185 233 252 259 274 286 353 358 366 370 374 381 416 465 472 478 483 488 489 526 547 589 600 614 619 642 652 663 674 688 690 716 748 750 757 763 798 836 905 922 944 947 955 963 1001 1029 1032 1073 1088 1117 1140 1156 1161 1182 1191 1193 1218 1233 1239 1253 1259 1267 
4	20	19	7	44 58 104 108 124 139 173 191 198 206 214 241 269 273 300 304 328 340 351 390 404 440 443 445 491 521 549 618 634 645 656 666 717 729 759 761 790 831 916 926 976 990 1005 1064 1082 1107 1159 
5	18	31	7	29 46 101 109 118 126 143 166 189 218 240 266 268 281 293 306 327 342 411 428 451 508 519 527 546 567 593 644 654 661 682 707 738 749 795 822 855 898 911 934 1007 1013 1047 1050 1059 1102 1129 1163 1190 1197 1230 
6	56	11	2	7 12 36 39 59 72 77 87 98 122 136 159 160 178 192 216 228 230 255 294 295 298 347 372 400 401 410 440 444 455 464 483 491 497 519 522 548 550 583 616 618 620 626 659 660 696 713 724 800 828 858 876 879 881 913 921 957 969 977 1006 1009 1068 1081 1114 1138 1161 1185 1247 1252 1261 
7	30	27	4	19 28 42 91 105 142 150 202 220 229 235 259 264 316 381 387 411 454 462 466 531 548 560 581 593 598 601 602 607 610 674 704 708 719 727 747 762 817 883 893 898 954 965 989 994 1003 1008 1026 1043 1125 1146 1202 1209 1219 1234 1244 1248 1250 
8	54	35	5	3 37 80 86 108 120 171 191 195 234 240 248 283 318 319 326 331 373 388 401 479 496 527 532 541 562 579 583 647 695 758 761 768 774 816 842 864 869 871 889 896 910 917 960 968 1015 1030 1031 1033 1043 1050 1059 1071 1073 1111 1118 1142 1169 1224 1253 
9	19	27	8	15 35 57 71 91 122 144 153 187 242 244 265 299 302 303 338 395 396 402 411 453 474 491 528 602 679 738 761 768 779 785 786 797 805 816 830 845 865 867 901 902 949 951 966 1002 1028 1042 1056 1137 1140 1156 1164 1182 1192 1222 1270 
10	30	36	2	67 84 89 106 204 212 275 317 321 339 340 360 370 386 399 409 428 451 502 559 569 590 594 604 640 670 677 682 691 704 716 735 751 760 772 774 780 835 869 870 885 889 925 929 931 948 975 979 993 1110 1130 1158 1167 1170 1200 1219 1227 1245 
11	54	20	1	3 37 61 87 92 150 162 219 223 254 260 261 272 283 301 330 342 356 382 389 432 438 456 459 460 505 546 571 572 610 616 628 651 676 681 689 732 771 774 784 809 820 827 863 914 920 939 958 975 994 1002 1030 1053 1076 1081 1091 1139 1143 1175 1185 1225 1270 
12	30	10	10	27 106 109 156 164 193 207 233 241 294 321 357 375 395 404 415 434 438 488 528 536 557 565 566 570 582 585 595 629 669 699 737 744 763 765 767 779 802 815 827 846 856 863 879 915 920 925 928 939 984 1100 1105 1112 1144 1240 1242 1246 1259 1279 
