Course	Room	Teacher	Time	Students
1	53	6	5	27 33 80 109 123 127 128 140 158 198 202 219 238 241 245 275 284 285 291 301 305 313 315 319 330 340 362 376 386 388 399 410 418 483 487 493 496 502 503 504 506 532 547 566 583 588 608 622 628 655 659 674 687 691 
2	53	4	34	1 56 90 93 97 116 122 129 143 154 165 171 213 226 295 301 316 346 362 363 370 388 390 409 412 426 441 450 453 459 485 503 504 575 581 627 629 641 658 660 662 686 
3	53	22	29	39 43 46 52 56 93 95 114 151 153 164 166 179 186 223 235 271 304 344 353 378 381 382 389 421 428 435 436 447 462 476 490 501 505 565 610 616 623 636 642 655 665 709 710 
4	53	7	4	1 17 35 57 69 79 81 90 100 110 111 112 117 136 142 146 189 204 214 222 240 252 253 257 265 290 320 324 360 400 430 432 443 455 459 464 470 493 495 545 549 576 578 579 599 641 650 651 667 677 683 690 696 699 700 703 707 
5	53	17	2	4 16 40 45 49 55 82 83 84 99 107 120 123 132 155 163 170 219 222 239 243 260 290 291 302 311 333 336 363 367 374 381 395 402 419 427 445 449 455 456 465 471 490 502 520 538 541 551 571 591 596 604 627 648 651 663 669 673 
6	53	29	30	13 17 30 42 47 51 70 84 85 87 94 98 134 145 166 184 203 206 211 212 250 284 289 293 299 313 323 336 343 378 382 388 428 448 512 526 562 565 572 607 635 680 697 713 
7	95	7	16	21 50 99 100 102 122 136 154 190 193 251 263 304 383 423 496 502 515 543 583 620 644 647 659 686 692 694 700 701 
8	95	9	13	18 26 36 67 104 129 138 159 171 188 210 217 222 240 283 294 313 315 383 398 424 425 456 467 487 517 543 602 611 616 666 691 695 702 705 
9	53	19	35	10 28 60 72 148 152 156 191 221 233 272 277 283 311 322 330 338 344 366 378 401 452 468 475 478 488 492 515 540 556 566 584 599 600 615 617 620 638 650 661 663 705 
10	53	26	21	18 26 38 47 71 121 124 180 190 195 200 228 273 275 298 307 317 328 329 339 352 357 367 375 403 408 409 456 501 509 574 583 592 606 613 624 635 643 650 655 657 665 675 682 693 713 
11	53	26	7	8 46 52 55 56 57 62 69 73 109 115 120 134 143 184 196 197 212 214 228 236 243 293 299 300 361 363 366 386 406 408 505 507 516 517 548 550 558 589 619 630 636 642 650 652 659 667 676 680 708 714 
12	53	21	1	14 31 45 50 65 77 99 106 112 130 133 137 139 183 193 197 203 213 233 234 237 248 254 267 276 300 303 305 308 320 326 336 344 349 355 364 366 375 379 405 428 459 472 479 490 500 506 535 537 552 586 594 600 604 613 618 621 632 657 673 677 684 689 696 
13	53	12	40	7 15 36 60 72 91 93 130 161 163 167 181 184 238 263 270 358 365 368 374 379 412 417 438 454 463 525 532 534 548 563 572 576 609 617 620 625 655 659 664 707 
14	95	21	3	7 32 64 132 164 186 213 215 238 242 269 270 281 285 304 306 312 318 331 377 400 426 474 476 483 491 507 509 538 580 608 623 656 666 686 693 
15	53	30	22	24 30 31 59 77 90 137 197 198 211 226 256 257 263 264 266 267 268 274 279 280 287 290 299 300 301 314 337 344 394 428 466 469 483 484 513 520 559 564 566 582 610 647 653 670 683 
16	53	27	28	4 44 104 114 128 145 161 178 179 186 201 216 241 242 258 295 308 329 334 356 363 372 396 398 407 425 437 458 460 461 467 480 525 533 542 551 576 604 632 639 664 670 705 710 
17	53	3	15	66 91 108 116 117 118 145 169 201 217 227 230 248 259 266 294 302 308 323 356 372 387 390 396 403 416 427 469 489 490 497 502 505 508 514 538 567 590 603 623 631 633 639 653 696 708 714 
18	53	3	33	6 14 42 44 79 82 114 139 148 166 173 182 207 225 229 271 285 298 328 339 357 380 405 438 464 481 521 536 539 541 542 574 578 611 646 652 662 676 685 691 707 710 
19	95	18	12	5 27 29 38 54 57 58 59 77 79 119 146 174 177 199 268 316 321 415 418 423 467 486 495 534 560 591 596 598 602 632 644 653 712 713 
20	53	6	43	6 25 31 60 62 66 91 110 127 152 172 214 224 248 296 305 306 333 351 393 444 447 454 458 508 510 528 534 545 557 561 571 573 590 592 594 607 671 675 704 711 
21	53	5	10	12 19 29 34 35 55 56 75 78 89 127 134 183 185 211 217 222 237 268 273 282 285 309 318 325 347 352 353 377 389 397 450 453 473 481 492 494 506 517 540 571 601 615 630 637 639 646 658 
22	53	23	17	1 9 21 22 45 67 98 131 139 145 146 155 172 181 190 224 235 249 253 310 354 404 406 419 422 423 424 442 446 463 471 475 509 514 549 550 564 567 572 609 637 687 693 703 706 711 712 
23	95	14	17	8 33 103 106 124 142 149 175 188 233 279 326 357 434 444 466 480 494 506 521 556 568 569 575 586 605 653 680 
24	95	23	5	3 10 12 43 89 95 101 106 120 138 151 160 163 189 247 254 262 329 364 417 435 437 472 498 518 524 554 570 601 609 619 635 665 675 681 693 
25	53	17	45	19 42 88 98 141 166 176 206 223 236 251 261 284 287 288 304 332 349 351 361 373 376 387 414 427 434 446 470 471 503 530 557 568 599 605 625 646 649 676 688 
26	95	9	15	2 3 29 40 43 115 143 156 159 183 220 228 281 289 309 333 345 347 350 354 360 385 392 426 518 525 537 588 598 656 657 689 713 
27	53	19	37	19 23 39 47 48 69 113 119 121 155 200 220 231 234 247 249 256 258 262 274 295 371 385 420 430 431 433 476 491 531 536 542 543 559 570 579 585 597 601 685 700 
28	53	13	3	4 9 12 28 38 71 74 100 105 135 142 150 154 167 182 188 227 240 246 249 256 279 283 322 361 384 405 412 413 417 430 431 452 473 479 481 485 496 499 514 517 533 540 562 576 585 593 603 622 624 643 645 648 670 671 673 681 697 702 
29	95	11	7	37 78 82 84 107 110 113 177 179 205 218 226 232 276 281 301 312 314 330 332 338 341 359 397 421 425 439 454 497 513 540 573 612 640 666 697 699 706 
30	53	27	38	4 25 52 55 63 74 80 88 96 118 126 138 139 148 149 160 169 180 209 210 218 280 297 336 374 385 415 515 521 527 552 602 611 623 629 636 639 652 688 692 706 
31	53	31	18	17 22 24 51 61 97 107 118 119 143 144 162 201 227 229 244 250 252 254 257 273 289 292 293 303 311 334 365 387 397 413 434 435 455 477 485 500 526 531 532 590 610 612 640 660 668 698 
32	53	4	25	32 35 38 41 72 86 87 90 92 96 159 162 190 200 244 258 260 269 294 296 318 319 325 373 376 399 429 439 448 474 486 511 523 528 553 582 587 595 596 610 626 629 656 695 711 
33	95	12	8	27 67 94 102 149 152 164 196 204 212 278 288 290 329 331 337 349 356 377 436 448 468 487 499 501 529 543 568 589 601 606 674 677 679 685 687 
34	53	24	48	31 36 53 81 87 124 125 153 160 162 172 235 261 267 278 288 296 324 399 401 410 414 415 439 453 472 499 515 524 539 549 550 563 573 605 660 664 698 703 
36	53	2	19	3 12 37 49 60 86 94 108 147 174 191 196 208 215 230 250 255 269 275 299 315 328 342 345 349 359 360 368 390 400 402 420 427 436 461 465 473 495 499 526 530 544 548 559 595 678 694 
37	53	25	26	40 50 58 73 75 126 127 129 142 157 188 195 207 220 231 232 238 239 253 275 276 277 314 317 324 351 371 375 425 437 503 523 528 534 544 564 597 603 624 631 633 637 638 694 704 
38	95	22	2	15 48 63 81 105 111 130 172 175 192 197 207 212 220 234 247 276 324 347 359 378 433 440 462 472 474 494 522 529 546 555 561 577 609 645 674 677 709 
39	53	14	13	13 20 44 62 73 105 131 144 154 208 246 251 253 263 266 279 307 311 317 337 351 352 353 368 380 392 393 395 411 416 421 423 451 468 470 477 481 507 511 516 522 561 572 580 581 607 626 
