Course	Room	Teacher	Time	Students
1	76	5	23	6 27 36 39 42 97 112 129 133 146 201 233 243 260 265 322 346 348 362 384 390 408 463 511 513 537 555 564 569 580 590 606 617 666 668 720 
2	51	7	16	73 75 103 105 137 151 217 275 320 374 431 434 435 473 493 495 500 504 506 536 571 592 613 623 637 657 660 669 673 695 697 
3	76	23	20	1 12 40 46 61 64 72 76 154 174 187 196 228 232 242 317 320 327 349 359 366 405 440 483 492 497 523 546 582 585 609 628 636 642 655 711 730 
4	46	26	5	32 49 61 71 76 129 179 253 299 330 393 416 464 474 477 493 583 614 650 666 690 709 715 723 731 
5	76	1	24	10 11 29 65 68 76 89 107 115 118 168 172 174 196 200 220 226 240 281 338 390 434 437 472 494 504 522 524 552 557 642 684 696 724 729 738 
6	51	42	18	3 34 44 57 58 72 73 143 146 147 164 197 241 271 302 346 409 429 433 461 490 522 535 544 549 565 582 602 631 715 734 
7	76	8	9	25 50 55 65 72 90 93 129 153 169 223 224 252 279 285 288 317 322 349 355 364 365 381 382 445 461 494 514 535 541 544 560 567 577 578 631 636 655 656 
8	76	1	21	31 43 53 56 70 106 109 116 120 156 177 196 218 255 295 340 349 368 392 417 422 432 435 444 469 518 537 538 544 570 579 591 645 651 665 710 720 
9	51	4	19	71 83 97 138 163 185 192 203 277 280 315 333 371 376 399 409 415 425 426 453 486 511 579 587 645 671 694 704 726 728 736 
10	51	40	8	21 27 42 54 83 130 150 201 227 248 274 280 295 297 310 375 380 433 458 459 503 547 548 607 609 620 647 657 664 686 722 
11	51	21	38	10 59 78 81 128 153 164 180 190 200 220 348 428 450 477 483 518 540 567 596 635 668 695 710 730 
12	76	41	28	100 120 122 128 180 192 202 250 286 292 321 325 342 348 361 364 390 396 399 415 419 430 438 487 488 496 499 516 530 577 580 581 584 616 687 
13	51	17	35	32 59 96 103 113 221 222 237 238 247 260 262 302 304 305 371 417 466 480 484 534 554 561 578 616 632 706 
14	51	29	33	63 109 117 132 147 156 169 175 226 240 296 300 321 359 374 377 382 416 438 507 509 529 621 640 664 691 708 716 
15	76	20	11	20 46 52 70 90 95 102 107 112 141 155 180 181 190 231 286 288 315 334 354 356 372 466 508 543 549 556 563 589 638 648 650 655 692 701 709 716 725 
16	51	3	6	5 35 42 70 80 82 112 119 131 134 217 238 276 282 303 325 329 335 357 367 377 470 611 614 626 630 634 649 670 692 694 718 
17	51	36	20	15 81 86 88 90 100 102 108 163 176 186 195 235 271 273 275 296 345 392 453 464 488 504 506 526 561 574 589 659 675 683 
18	51	29	22	4 9 55 64 67 105 126 159 201 236 272 314 331 379 397 404 479 491 506 513 534 545 549 553 608 616 622 667 725 736 
19	76	21	35	1 20 31 102 137 162 199 203 216 231 249 263 318 324 353 369 412 431 432 450 457 470 503 525 562 590 602 605 614 619 646 692 735 
20	51	18	14	41 62 85 114 135 187 194 212 219 230 231 243 256 276 294 312 387 400 410 418 495 498 508 529 533 555 559 576 592 635 717 
21	51	3	40	5 8 9 36 55 58 89 123 162 186 197 204 292 316 324 344 345 418 470 485 596 629 637 672 684 737 
22	46	5	2	7 59 103 114 126 141 162 183 205 241 270 311 324 363 406 423 430 484 520 565 574 627 674 686 
23	76	26	36	13 14 16 96 127 164 172 232 233 254 269 284 295 373 406 426 440 442 460 471 505 566 608 643 659 664 669 671 676 690 707 713 728 
24	51	45	32	22 54 104 178 182 205 265 285 306 313 344 371 379 381 389 398 512 531 544 564 601 607 609 612 638 658 691 
25	76	28	7	22 44 49 148 153 181 186 198 204 207 212 218 225 247 252 263 277 315 327 351 362 365 385 408 464 478 482 536 594 606 623 633 647 659 661 667 683 697 707 719 
26	46	14	9	21 87 116 140 166 189 234 235 281 295 362 363 397 446 523 547 553 589 620 661 689 730 
27	76	37	33	56 94 113 128 149 152 158 161 202 203 209 220 333 342 355 368 444 463 481 500 538 572 599 600 657 668 678 684 699 700 703 705 739 
28	51	6	4	4 45 189 225 230 237 250 253 256 270 288 290 301 365 370 376 398 424 455 462 479 498 508 554 592 599 607 621 671 674 711 724 
29	51	44	10	9 14 19 29 51 54 65 70 73 82 85 93 107 122 133 264 292 296 343 368 381 403 439 551 557 622 625 664 680 707 731 
30	51	41	7	29 35 76 138 167 185 223 260 313 324 372 383 410 413 427 434 436 474 480 483 492 502 520 566 568 583 586 624 651 675 717 725 
31	76	11	26	12 57 108 165 166 193 198 199 219 246 257 286 294 301 326 369 385 404 426 450 459 491 512 536 540 550 559 562 571 587 601 609 647 680 698 710 
32	51	30	34	6 34 36 63 85 95 130 241 316 358 366 395 419 422 472 538 562 596 612 615 629 635 679 704 712 718 733 
33	76	35	14	38 53 61 80 87 97 130 137 179 184 200 201 226 245 291 302 307 348 363 386 404 412 414 440 441 462 528 535 554 560 608 633 652 659 662 700 706 734 
34	76	25	22	25 51 92 94 109 114 121 124 128 133 154 182 210 229 281 294 316 325 378 388 391 393 414 430 456 468 475 477 517 519 530 558 584 634 674 681 707 
35	51	12	36	5 30 48 145 148 158 199 272 282 283 287 312 314 315 345 354 360 392 476 497 528 539 575 597 610 682 
36	76	31	38	15 44 50 53 99 109 111 134 143 152 165 168 169 209 216 232 263 289 300 344 393 438 447 448 485 505 521 534 552 618 687 714 738 
37	76	28	2	4 13 16 30 45 63 87 89 134 150 155 182 216 268 276 310 318 334 349 355 358 383 456 464 469 510 543 561 577 578 583 629 630 646 654 666 675 708 720 722 723 724 726 733 
38	51	39	39	6 37 69 99 110 120 159 176 198 223 236 293 317 319 326 328 340 386 435 494 514 581 620 640 719 732 
39	51	31	28	69 79 107 121 177 187 211 213 264 265 268 277 279 319 352 397 406 429 455 468 520 556 573 600 603 604 658 671 
40	51	36	25	24 29 39 48 62 98 103 140 161 185 197 243 256 271 282 299 337 343 378 391 423 434 441 459 487 502 531 612 630 637 
41	76	45	34	16 71 91 94 125 129 151 167 176 181 217 245 266 320 337 388 400 443 474 489 516 529 539 553 578 582 593 599 610 623 632 661 687 711 
42	51	40	37	4 52 64 80 115 156 210 259 319 323 357 405 413 471 495 521 569 579 584 625 644 652 672 689 717 723 
43	51	27	26	27 28 40 179 192 258 283 291 303 323 331 342 377 401 425 433 454 508 524 525 576 586 621 627 628 632 638 663 686 689 
44	46	38	3	12 100 221 237 244 258 274 326 360 364 369 378 380 388 410 431 444 445 533 616 622 628 678 733 
45	51	9	9	3 10 33 35 66 106 110 122 126 138 145 177 251 298 299 313 328 332 361 394 414 448 468 469 472 476 569 614 685 700 711 
46	76	6	39	20 34 41 77 168 174 208 246 261 285 301 304 308 327 352 419 420 421 438 449 456 478 486 510 570 573 606 644 647 673 693 700 
47	76	24	1	8 22 53 62 86 92 111 131 135 160 171 181 203 207 233 274 278 283 291 335 387 391 397 412 420 444 452 454 456 460 463 478 483 522 532 545 546 570 592 604 663 678 680 681 688 721 
48	51	43	24	8 17 88 131 138 139 154 207 249 254 259 265 298 351 375 401 411 424 457 505 509 511 518 532 545 634 653 662 663 
49	76	16	17	5 15 40 114 143 145 183 191 204 209 213 227 239 248 268 328 346 350 418 439 442 451 457 467 475 503 517 538 550 552 559 568 588 595 605 611 618 
50	51	4	23	2 26 33 58 67 83 95 150 157 160 170 190 242 271 274 329 336 407 453 481 485 546 548 557 595 625 633 677 712 
51	76	14	6	31 47 54 68 73 92 97 106 147 164 175 189 205 221 258 277 286 336 342 354 358 376 396 427 469 492 500 504 537 547 551 561 567 625 627 629 642 665 669 679 
52	76	46	19	11 14 55 57 60 63 151 160 173 178 190 211 238 244 248 279 329 351 355 405 443 457 470 473 490 505 512 526 581 585 589 598 679 685 688 696 738 
53	76	9	40	7 17 173 177 206 212 224 244 262 287 309 312 341 374 379 411 413 435 437 467 516 528 550 559 568 587 646 668 682 696 702 727 
54	76	13	27	25 36 78 89 110 121 132 155 166 211 230 248 249 270 304 337 338 350 381 427 486 515 516 556 576 586 588 617 637 660 665 704 714 722 737 
55	51	10	12	37 39 51 52 163 205 254 288 306 316 322 370 373 392 394 401 410 416 417 447 454 484 525 542 551 581 618 693 714 715 
56	76	32	3	51 56 65 77 92 125 142 148 166 178 188 198 215 234 240 253 279 290 298 300 319 367 386 399 414 481 501 532 540 558 563 571 594 598 621 626 643 658 676 685 718 731 732 
57	76	38	41	43 94 104 105 108 117 148 175 185 186 194 224 247 267 297 333 335 337 340 370 389 404 442 452 461 565 566 682 685 701 713 729 
58	51	37	3	24 79 111 116 120 196 206 208 229 261 284 305 306 339 352 372 375 379 447 487 488 500 507 518 564 618 636 677 706 724 734 736 
59	51	12	21	2 7 17 41 50 52 79 118 165 220 251 332 336 350 382 384 387 394 400 429 496 514 523 594 604 641 644 652 662 704 
60	46	23	8	26 33 39 191 218 222 224 242 287 293 395 402 441 499 535 558 573 575 624 715 721 
61	51	20	27	68 72 83 84 117 183 191 245 268 275 278 297 312 351 356 380 388 428 461 482 514 545 595 597 623 643 673 684 733 
