Course	Room	Teacher	Time	Students
1	75	22	30	6 9 51 72 77 80 83 101 114 122 141 150 151 157 179 204 220 229 282 298 328 342 349 391 405 408 414 430 434 437 
2	67	22	10	50 103 106 116 119 124 141 143 155 157 174 212 220 233 234 294 300 312 314 343 353 380 391 415 433 
3	75	29	6	14 15 42 61 77 82 97 111 119 131 150 157 190 216 223 242 255 277 288 299 300 312 313 314 321 335 339 340 358 367 374 379 415 438 444 452 
4	75	17	37	34 49 74 112 118 120 127 170 182 184 194 210 214 221 229 230 233 246 279 307 319 391 403 407 409 429 443 444 
5	67	14	21	2 24 31 46 60 98 106 111 112 135 200 256 288 296 362 399 403 430 443 
6	75	25	9	18 25 39 46 48 53 63 71 86 95 102 139 164 169 174 192 195 200 203 209 216 297 310 319 347 368 372 381 402 413 429 431 436 445 
7	75	27	38	16 24 51 54 74 82 94 121 132 148 155 162 188 214 231 243 258 260 266 306 359 374 376 395 402 409 430 452 
8	67	29	17	1 9 14 28 34 71 146 170 177 188 224 232 259 275 293 295 364 366 385 411 423 440 445 
9	67	5	3	2 13 17 18 19 75 77 115 116 122 133 145 148 164 178 197 229 249 265 272 280 294 330 342 351 375 442 448 
10	67	24	14	46 53 55 56 92 104 160 166 250 274 278 302 303 304 315 365 372 387 400 410 415 433 435 454 
11	75	27	22	6 8 10 12 18 22 57 69 126 144 177 180 183 192 196 205 210 212 227 251 263 271 287 363 367 368 369 386 397 424 453 
12	75	6	16	1 4 25 35 42 47 48 61 62 66 75 127 164 185 201 207 216 225 237 246 251 253 264 271 273 315 331 355 358 363 364 375 388 
13	75	19	23	5 13 28 30 36 43 78 84 96 103 182 186 187 193 213 234 238 249 256 273 279 283 284 288 303 333 346 360 435 448 
14	75	20	4	12 17 19 31 107 110 113 114 142 152 161 167 168 173 187 195 209 244 250 261 274 275 276 279 284 291 304 320 327 345 348 352 408 410 416 419 426 441 
15	75	25	1	4 7 11 32 48 49 51 58 59 65 67 72 77 80 159 172 177 188 191 200 201 202 213 219 226 234 241 253 261 270 275 327 352 353 357 367 372 382 387 407 412 420 430 438 447 
16	67	28	12	3 5 22 76 80 88 128 138 145 175 201 202 204 222 240 257 265 297 336 347 364 398 409 412 452 
17	67	23	6	36 84 90 94 146 152 192 204 215 224 229 247 267 273 322 345 361 378 382 384 393 405 406 425 449 454 
18	75	13	24	3 13 15 22 25 61 68 94 104 108 134 155 162 173 227 236 245 262 277 285 297 311 313 335 337 350 362 385 392 401 425 
19	67	14	22	23 47 54 76 118 124 125 156 190 286 290 308 309 324 332 354 356 390 391 398 419 
20	75	12	19	2 12 27 32 40 52 60 62 87 92 95 99 107 125 138 145 149 165 171 191 199 203 228 243 244 252 288 292 295 365 433 439 
21	75	23	31	16 41 42 89 110 113 132 197 198 211 222 243 258 277 280 309 310 318 333 341 352 366 367 373 380 389 397 427 435 450 
22	67	17	9	21 22 38 44 91 112 126 131 156 159 163 178 215 223 225 235 295 299 337 355 382 395 405 408 425 426 432 
23	67	4	1	8 10 35 63 69 85 102 120 122 166 186 207 208 231 254 255 258 259 291 298 321 322 332 340 417 432 448 
24	75	15	25	9 10 20 61 68 96 97 117 166 196 208 230 232 243 254 267 287 326 331 343 346 373 376 379 387 394 406 421 423 436 
25	75	16	20	20 27 28 32 45 74 120 138 158 168 173 204 220 238 266 269 277 303 311 354 358 359 360 362 365 370 375 395 396 440 449 
26	75	8	26	13 17 26 52 71 75 93 95 98 113 117 125 130 140 172 184 189 205 214 296 316 324 326 379 393 418 421 423 424 448 
27	75	5	32	14 40 45 54 57 62 84 97 102 105 109 119 128 193 225 240 245 268 273 281 314 320 354 388 407 419 429 433 437 
28	75	28	35	34 56 93 98 99 104 119 154 189 193 208 211 246 253 256 257 263 284 289 320 323 357 370 371 401 403 415 443 
29	67	16	15	24 89 93 140 144 156 158 162 167 198 206 260 298 316 356 368 385 389 401 422 438 446 454 
30	67	24	23	11 37 47 64 68 81 90 95 100 139 146 148 248 261 309 341 414 439 
31	67	6	24	73 130 135 218 220 222 238 304 322 344 378 386 393 399 411 420 437 451 
32	75	3	12	21 71 82 105 110 142 147 151 195 197 208 213 218 228 239 242 264 268 274 278 279 290 328 329 337 349 361 406 413 414 418 427 450 
33	67	1	7	3 11 15 20 27 56 60 79 84 89 92 121 174 185 192 196 212 255 275 306 365 373 377 390 416 422 
34	75	18	28	65 80 97 131 134 140 153 160 163 168 172 183 184 213 237 267 270 287 325 330 349 352 374 394 402 410 411 414 441 446 
35	75	10	34	37 57 66 69 101 106 116 121 123 136 149 159 161 178 194 210 237 251 307 308 328 331 364 382 392 404 412 420 439 
36	75	9	13	8 14 16 20 23 29 30 43 46 49 76 79 82 101 129 139 152 157 187 235 272 283 286 301 332 351 356 379 413 431 432 443 446 451 
37	75	11	29	7 27 53 59 63 128 130 153 154 164 166 174 207 217 247 254 269 282 300 301 302 315 329 384 392 404 418 434 447 450 
38	75	30	3	26 38 41 50 83 88 100 102 103 110 140 143 144 153 160 161 176 186 203 221 251 292 298 310 312 319 326 338 344 353 366 373 376 377 383 390 400 401 449 
39	75	30	36	11 29 41 59 83 133 138 147 171 175 206 226 227 234 236 255 261 278 284 289 306 307 315 369 381 388 403 408 
40	67	11	8	2 35 58 59 70 83 88 122 127 136 137 176 182 189 190 191 211 245 247 281 296 306 331 345 348 400 444 451 
41	67	20	5	7 33 37 60 64 93 100 101 115 143 172 179 194 202 219 228 241 250 264 294 317 334 338 377 409 419 421 428 
42	75	15	7	28 39 52 72 90 94 108 127 129 136 144 161 173 176 180 205 214 223 230 239 246 262 263 268 303 332 335 370 402 407 410 426 428 440 446 453 
43	75	26	8	19 23 67 73 76 86 87 89 96 109 124 132 147 171 186 187 198 219 235 257 267 290 302 344 346 350 354 359 363 397 406 413 424 440 449 
44	67	8	16	33 57 90 91 103 141 159 165 191 226 249 283 305 325 334 353 371 385 387 389 437 445 
45	75	19	10	4 5 6 21 55 58 66 81 100 107 111 115 130 154 168 183 196 200 211 224 228 232 241 242 252 263 328 339 340 350 357 371 434 441 
46	67	9	19	8 10 45 50 70 96 117 133 151 154 177 217 218 268 308 321 343 347 381 445 453 
47	75	12	18	51 85 123 137 163 175 212 216 225 237 245 248 254 262 269 280 282 285 289 291 292 342 359 372 380 381 405 416 422 428 438 442 
48	75	21	14	1 21 44 64 65 67 68 78 86 105 121 134 135 153 162 170 179 181 193 222 262 272 276 287 293 316 317 338 358 411 429 453 
49	75	3	21	33 36 38 44 69 118 125 156 165 215 231 242 258 265 270 282 286 301 313 317 325 345 351 355 357 361 363 366 404 424 
50	67	10	18	17 25 41 42 108 109 114 142 158 169 199 239 301 324 334 338 339 341 388 394 450 454 
51	75	21	33	23 35 36 39 40 52 55 65 165 171 180 203 206 207 217 265 276 278 318 320 323 327 330 341 371 384 389 394 396 
52	75	2	11	18 63 66 70 79 107 113 118 134 135 169 181 185 219 233 248 249 250 259 269 293 335 342 360 361 377 383 384 386 398 418 431 432 
53	75	31	15	5 29 31 32 50 55 73 105 129 131 148 150 163 181 194 209 274 276 299 305 310 311 318 324 330 344 362 369 374 378 417 428 436 
54	75	1	27	1 26 56 74 104 111 117 133 141 143 149 169 180 185 232 239 248 252 260 271 285 295 302 312 319 327 329 417 426 451 
55	67	18	20	9 85 98 126 167 182 189 206 217 221 236 256 272 281 293 336 340 348 349 390 
56	67	31	11	16 19 44 73 87 120 132 149 179 198 240 260 286 294 304 305 313 323 326 346 350 356 396 417 423 
57	75	7	2	12 37 43 45 64 70 78 81 116 123 126 147 151 160 167 170 183 188 205 221 223 224 226 257 289 292 296 300 317 347 351 369 370 376 399 416 425 435 447 
58	67	2	2	30 34 53 87 99 124 155 195 199 218 236 244 247 271 297 299 308 329 360 368 383 386 395 421 427 444 452 
