Course	Room	Teacher	Time	Students
1	33	16	1	7 22 76 83 106 122 128 150 152 173 178 299 315 372 377 406 409 421 485 490 495 509 511 545 559 612 
2	34	10	7	15 23 127 142 154 177 206 211 226 346 382 387 466 544 547 597 607 614 
3	34	11	16	33 69 73 120 215 234 302 339 344 351 352 356 554 567 588 612 628 
4	33	48	10	26 27 32 49 76 115 143 171 186 239 274 351 355 365 419 449 451 467 478 516 524 541 545 619 625 
5	21	35	11	2 44 46 89 101 104 130 135 145 170 209 219 223 239 244 256 282 293 338 348 377 385 391 395 441 492 502 551 592 606 613 626 
6	33	45	16	32 53 81 131 138 197 225 233 305 357 383 402 403 406 432 436 445 479 487 490 498 533 542 575 
7	34	12	10	50 75 159 189 224 243 248 268 298 306 321 350 379 387 405 412 428 435 502 556 
8	21	7	9	14 25 38 43 74 125 129 131 198 224 231 241 263 270 302 305 324 344 350 363 376 480 507 512 540 550 587 593 594 597 609 614 627 
9	21	39	29	34 61 122 175 209 211 213 227 231 237 243 316 331 337 359 380 453 475 499 517 527 528 553 580 585 609 616 624 
10	21	31	23	60 143 168 219 220 239 258 269 273 275 293 332 352 357 361 373 388 393 399 400 424 439 443 472 493 548 589 604 611 
11	33	12	36	5 72 113 138 174 181 252 267 286 297 301 323 438 445 463 472 563 589 590 615 623 
12	21	14	6	8 23 36 58 61 77 118 124 137 199 215 223 246 250 260 276 282 295 298 301 321 382 413 428 449 458 461 494 506 523 531 577 578 593 
13	33	8	7	25 27 66 77 78 149 171 202 229 233 244 258 265 281 302 310 370 375 425 474 486 508 521 572 594 625 
14	33	32	3	6 15 54 85 99 106 165 172 176 184 254 257 267 274 279 282 313 383 391 392 403 460 562 571 588 616 
15	21	44	37	12 13 38 121 131 158 182 200 205 245 258 275 314 367 373 452 468 475 497 510 522 581 584 586 591 610 620 
16	21	7	13	19 24 59 93 113 136 151 152 154 155 212 272 279 290 336 344 364 378 419 422 430 448 462 477 481 527 552 570 572 594 610 
17	21	49	38	13 67 86 99 100 105 154 173 176 206 232 284 296 320 351 423 426 436 467 476 521 522 533 561 577 587 588 
18	21	23	8	7 10 28 54 73 93 99 101 114 164 172 253 310 315 318 341 347 406 407 420 446 468 507 514 520 524 549 560 569 585 592 604 
19	21	40	14	5 33 55 59 76 97 106 116 127 129 131 178 201 246 275 368 433 469 480 487 494 500 501 503 525 528 545 555 568 573 592 
20	33	10	27	1 67 88 105 117 149 166 195 220 235 276 328 331 349 363 370 374 388 415 438 465 488 537 546 
21	34	22	3	49 63 96 97 100 122 143 175 186 248 251 271 288 312 370 395 429 483 590 617 
22	34	14	1	109 125 240 276 326 354 395 398 403 420 454 471 510 531 537 547 574 576 584 615 
23	21	49	31	11 38 103 149 234 251 260 269 285 293 295 330 364 367 370 441 478 487 492 526 539 547 584 605 616 617 618 
24	21	22	32	9 39 65 70 102 123 129 149 156 188 194 225 243 263 278 364 366 371 433 435 471 551 552 553 558 584 600 606 
25	21	45	10	3 17 54 95 96 101 109 142 144 162 197 208 211 240 255 319 320 332 346 369 372 404 431 452 454 476 519 526 537 554 559 599 620 
26	21	20	12	5 25 35 47 55 59 98 110 133 140 169 209 262 280 284 301 336 373 378 403 454 469 503 520 539 562 576 589 591 599 603 624 
27	33	40	29	11 70 90 130 134 158 189 217 226 272 284 288 294 338 366 418 466 544 546 597 613 619 
28	33	11	22	64 84 147 152 168 218 251 283 321 341 343 372 382 437 443 467 473 489 500 504 536 571 613 627 
29	33	36	20	31 83 109 196 213 228 239 249 269 273 343 356 360 390 392 431 435 475 477 485 498 505 510 566 
30	33	1	21	18 26 29 43 86 92 97 113 119 134 167 205 216 242 283 305 307 347 412 443 540 568 593 610 
31	33	1	12	17 40 52 75 89 125 138 160 217 234 236 279 290 377 386 401 426 433 456 457 463 468 524 545 549 596 
32	21	4	39	12 14 41 45 63 69 79 147 165 210 216 251 314 329 342 343 396 416 442 443 449 489 493 496 513 546 608 
33	21	42	40	41 49 90 139 140 163 164 170 185 203 219 220 238 248 249 250 288 337 342 397 423 482 498 560 574 580 582 
34	21	35	19	21 27 104 108 161 171 214 218 228 252 253 292 316 320 328 353 376 419 456 475 509 510 515 519 535 539 543 558 579 620 
35	33	42	8	5 19 20 96 112 165 179 265 296 317 321 333 340 379 394 441 452 457 470 503 523 528 536 565 622 624 
36	33	34	34	9 16 71 88 202 221 236 237 259 287 290 352 386 402 423 448 494 518 551 569 591 595 
37	33	36	14	3 8 12 16 37 46 48 134 141 197 285 358 375 416 446 447 470 476 483 495 522 547 557 576 614 
38	34	17	9	20 42 56 111 148 154 176 205 278 295 335 358 394 397 432 462 474 519 578 
39	33	30	25	39 85 124 151 241 261 262 277 303 327 338 349 414 420 471 472 497 504 523 536 559 577 581 621 
40	21	16	34	30 41 62 82 115 116 127 133 146 158 168 170 208 222 225 247 270 316 364 394 396 405 412 434 496 498 565 628 
41	21	24	15	35 53 63 166 203 212 216 218 246 247 249 266 303 333 334 404 410 421 427 462 485 489 511 540 553 555 562 595 605 628 
42	33	47	26	18 72 73 91 93 143 153 155 180 199 304 306 318 335 385 417 426 493 515 530 561 579 596 609 
43	34	21	12	103 107 150 153 166 179 189 192 232 254 271 317 393 484 530 540 558 569 
